#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:23:01;
6;
TA_Salle_de_Reunion	0	5000	255,0,0;
CO_Salle_de_Reunion	0	5000	0,64,0;
DBS_Salle_de_Reunion	0	5000	0,0,128;
DBE_Salle_de_Reunion	0	5000	128,0,128;
TA_Vestiaires_H	0	5000	255,255,0;
TA_Vestiaires_F	0	5000	255,128,128;

#!(s);Date;Time;TA_Salle_de_Reunion;CO_Salle_de_Reunion;DBS_Salle_de_Reunion;DBE_Salle_de_Reunion;TA_Vestiaires_H;TA_Vestiaires_F;
1739886178;18.02.2025;13:42:58;20.4;384;0;158;20.5;19.5;
1739887081;18.02.2025;13:58:01;20.3;384;0;140;20.4;19.5;
1739887984;18.02.2025;14:13:04;20.3;384;0;140;20.4;19.5;
1739888886;18.02.2025;14:28:06;19.9;384;0;133;20.3;19.5;
1739889789;18.02.2025;14:43:09;19.8;384;0;158;20.4;19.5;
1739890692;18.02.2025;14:58:12;19.8;384;0;180;20.4;19.5;
1739891595;18.02.2025;15:13:15;19.9;384;0;173;20.4;19.6;
1739892497;18.02.2025;15:28:17;19.9;384;0;187;20.3;19.6;
1739893400;18.02.2025;15:43:20;20;384;0;187;20.3;19.6;
1739894303;18.02.2025;15:58:23;19.9;384;0;148;20.3;19.5;
1739895206;18.02.2025;16:13:26;19.9;384;0;148;20.5;19.5;
1739896108;18.02.2025;16:28:28;19.9;384;0;173;20.4;19.5;
1739897011;18.02.2025;16:43:31;20.2;384;0;166;20.6;19.6;
1739897914;18.02.2025;16:58:34;20.3;384;0;180;20.4;19.5;
1739898817;18.02.2025;17:13:37;20.1;384;0;158;20.6;19.5;
1739899719;18.02.2025;17:28:39;20;384;0;173;20.8;19.5;
1739900622;18.02.2025;17:43:42;19.9;384;0;94;20.6;19.5;
1739901525;18.02.2025;17:58:45;19.8;384;0;173;20.6;19.6;
1739902428;18.02.2025;18:13:48;19.5;384;0;198;20.6;19.6;
1739903330;18.02.2025;18:28:50;19.5;384;0;212;20.6;19.6;
1739904233;18.02.2025;18:43:53;15.2;384;0;47;20.5;19.6;
1739905136;18.02.2025;18:58:56;15.1;384;0;47;20.5;19.6;
1739906039;18.02.2025;19:13:59;15.3;384;0;54;20.5;19.6;
1739906941;18.02.2025;19:29:01;15.4;384;0;47;20.5;19.6;
1739907844;18.02.2025;19:44:04;15.4;384;0;54;20.5;19.6;
1739908747;18.02.2025;19:59:07;15.4;384;0;47;20.5;19.6;
1739909649;18.02.2025;20:14:09;15.4;384;0;47;20.5;19.6;
1739910552;18.02.2025;20:29:12;15.5;384;0;47;20.5;19.6;
1739911455;18.02.2025;20:44:15;15.5;384;0;47;20.5;19.7;
1739912358;18.02.2025;20:59:18;15.6;384;0;47;20.4;19.6;
1739913261;18.02.2025;21:14:21;15.6;384;0;47;20.4;19.6;
1739914163;18.02.2025;21:29:23;15.6;384;0;47;20.4;19.6;
1739915066;18.02.2025;21:44:26;15.7;384;0;47;20.4;19.6;
1739915969;18.02.2025;21:59:29;15.6;384;0;47;20.4;19.7;
1739916872;18.02.2025;22:14:32;15.6;384;0;47;20.4;19.7;
1739917774;18.02.2025;22:29:34;15.6;384;0;47;20.4;19.7;
1739918677;18.02.2025;22:44:37;15.6;384;0;47;20.4;19.7;
1739919580;18.02.2025;22:59:40;15.6;384;0;47;20.4;19.7;
1739920483;18.02.2025;23:14:43;15.6;384;0;47;20.4;19.7;
1739921386;18.02.2025;23:29:46;15.6;384;0;47;20.4;19.7;
1739922288;18.02.2025;23:44:48;15.6;384;0;47;20.4;19.7;
1739923191;18.02.2025;23:59:51;15.7;384;0;47;20.4;19.7;
1739924094;19.02.2025;00:14:54;15.6;384;0;47;20.4;19.7;
1739924997;19.02.2025;00:29:57;15.6;384;0;47;20.4;19.7;
1739925899;19.02.2025;00:44:59;15.6;384;0;47;20.4;19.7;
1739926802;19.02.2025;01:00:02;15.6;384;0;47;20.4;19.7;
1739927705;19.02.2025;01:15:05;15.6;384;0;47;20.4;19.7;
1739928608;19.02.2025;01:30:08;15.6;384;0;47;20.4;19.7;
1739929510;19.02.2025;01:45:10;15.7;384;0;47;20.4;19.7;
1739930413;19.02.2025;02:00:13;15.7;384;0;47;20.4;19.7;
1739931316;19.02.2025;02:15:16;15.7;384;0;47;20.4;19.7;
1739932219;19.02.2025;02:30:19;15.7;384;0;47;20.4;19.7;
1739933121;19.02.2025;02:45:21;15.7;384;0;47;20.4;19.7;
1739934024;19.02.2025;03:00:24;15.6;384;0;47;20.4;19.7;
1739934927;19.02.2025;03:15:27;19.4;384;0;166;20.4;19.7;
1739935830;19.02.2025;03:30:30;20;384;0;194;20.4;19.7;
1739936732;19.02.2025;03:45:32;20.1;384;0;187;20.4;19.7;
1739937635;19.02.2025;04:00:35;20;384;0;151;20.4;19.7;
1739938538;19.02.2025;04:15:38;19.8;384;0;180;20.4;19.7;
1739939440;19.02.2025;04:30:40;19.8;384;0;173;20.4;19.7;
1739940343;19.02.2025;04:45:43;19.7;384;0;198;20.4;19.7;
1739941246;19.02.2025;05:00:46;19.4;384;0;198;20.3;19.7;
1739942148;19.02.2025;05:15:48;19.4;384;0;173;20.3;19.7;
1739943051;19.02.2025;05:30:51;18.9;384;0;158;20.3;19.6;
1739943954;19.02.2025;05:45:54;18.8;384;0;140;20.3;19.6;
1739944856;19.02.2025;06:00:56;19.2;384;0;166;20.3;19.6;
1739945759;19.02.2025;06:15:59;18.9;384;0;151;20.3;19.6;
1739946662;19.02.2025;06:31:02;18.6;384;0;148;20.3;19.6;
1739947565;19.02.2025;06:46:05;18.8;384;0;158;20.3;19.6;
1739948467;19.02.2025;07:01:07;18.7;384;0;119;20.3;19.6;
1739949370;19.02.2025;07:16:10;19.1;384;0;180;20.3;19.6;
1739950272;19.02.2025;07:31:12;19.4;384;0;212;20.3;19.6;
1739951175;19.02.2025;07:46:15;19.3;384;0;148;20.3;19.6;
1739952078;19.02.2025;08:01:18;19.3;384;0;173;20.3;19.6;
1739952980;19.02.2025;08:16:20;19.3;384;0;158;20.3;19.6;
1739953883;19.02.2025;08:31:23;19.4;384;0;212;20.3;19.6;
1739954786;19.02.2025;08:46:26;19.5;384;0;148;20.3;19.6;
1739955688;19.02.2025;09:01:28;19.4;384;0;180;20.3;19.6;
1739956591;19.02.2025;09:16:31;19.4;384;0;173;20.3;19.6;
1739957494;19.02.2025;09:31:34;19.9;384;0;166;20.3;19.6;
1739958396;19.02.2025;09:46:36;20.2;384;0;158;20.3;19.6;
1739959299;19.02.2025;10:01:39;20.5;384;0;158;20.3;19.6;
1739960202;19.02.2025;10:16:42;20.9;384;0;166;20.3;19.6;
1739961104;19.02.2025;10:31:44;20.9;384;0;194;20.3;19.6;
1739962007;19.02.2025;10:46:47;21.2;384;0;173;20.2;19.5;
1739962910;19.02.2025;11:01:50;21.1;384;0;180;20.3;19.7;
1739963813;19.02.2025;11:16:53;21.2;384;0;158;20.3;19.5;
1739964715;19.02.2025;11:31:55;21.2;384;0;173;20.3;19.6;
1739965618;19.02.2025;11:46:58;21.1;384;0;166;20.5;19.5;
1739966521;19.02.2025;12:02:01;21.1;384;0;151;20.4;19.5;
1739967424;19.02.2025;12:17:04;21.2;384;0;140;20.3;19.5;
1739968326;19.02.2025;12:32:06;21.3;384;0;140;20.3;19.5;
1739969229;19.02.2025;12:47:09;21.2;384;0;198;20.2;19.5;
1739970132;19.02.2025;13:02:12;21;384;0;166;20.4;19.5;
1739971035;19.02.2025;13:17:15;20.9;384;0;173;20.3;19.5;
1739971937;19.02.2025;13:32:17;20.9;384;0;151;20.3;19.5;
1739972840;19.02.2025;13:47:20;20.8;384;0;220;20.3;19.4;
1739973743;19.02.2025;14:02:23;20.9;384;0;140;20.3;19.4;
1739974645;19.02.2025;14:17:25;21.2;384;0;158;20.3;19.5;
1739975548;19.02.2025;14:32:28;21.1;384;0;180;20.3;19.5;
1739976451;19.02.2025;14:47:31;21.2;384;0;173;20.3;19.5;
1739977354;19.02.2025;15:02:34;20.9;384;0;148;20.4;19.5;
1739978256;19.02.2025;15:17:36;20.9;384;0;173;20.3;19.6;
1739979159;19.02.2025;15:32:39;21.1;384;0;158;20.3;19.6;
1739980062;19.02.2025;15:47:42;21;384;0;180;20.3;19.6;
1739980965;19.02.2025;16:02:45;21.1;384;0;180;20.5;19.6;
1739981867;19.02.2025;16:17:47;21.1;384;0;166;20.4;19.6;
1739982770;19.02.2025;16:32:50;21;384;0;173;20.4;19.5;
